state,county_fips,county_name,year,typical_home_value,zillow_months_available,home_value_source,home_value_year_method,zillow_data_status
FL,12017,Citrus County,2024,289773.99,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12019,Clay County,2015,168471.66,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12019,Clay County,2016,179137.87,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12019,Clay County,2017,190914.76,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12019,Clay County,2018,210254.94,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12019,Clay County,2019,224165.86,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12019,Clay County,2020,237792.98,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12019,Clay County,2021,276646.96,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12019,Clay County,2022,343897.55,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12019,Clay County,2023,347879.24,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12019,Clay County,2024,349623.97,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12021,Collier County,2015,320589.48,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12021,Collier County,2016,349440.2,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12021,Collier County,2017,352605.72,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12021,Collier County,2018,355721.87,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12021,Collier County,2019,361228.11,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12021,Collier County,2020,368178.59,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12021,Collier County,2021,438017.72,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12021,Collier County,2022,594546.08,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12021,Collier County,2023,621089.56,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12021,Collier County,2024,622624.96,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12023,Columbia County,2015,122127.72,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12023,Columbia County,2016,128756.76,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12023,Columbia County,2017,136968.38,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12023,Columbia County,2018,150681.38,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12023,Columbia County,2019,158342.73,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12023,Columbia County,2020,175757.02,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12023,Columbia County,2021,208140.48,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12023,Columbia County,2022,251638.26,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12023,Columbia County,2023,259616.19,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12023,Columbia County,2024,272131.74,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12027,DeSoto County,2015,103341.36,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12027,DeSoto County,2016,118462.65,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12027,DeSoto County,2017,134413.44,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12027,DeSoto County,2018,146415.63,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12027,DeSoto County,2019,158060.37,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12027,DeSoto County,2020,168115.77,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12027,DeSoto County,2021,199962.04,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12027,DeSoto County,2022,259017.02,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12027,DeSoto County,2023,265995.31,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12027,DeSoto County,2024,268936.42,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12029,Dixie County,2015,100498.43,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12029,Dixie County,2016,101931.2,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12029,Dixie County,2017,105478.85,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12029,Dixie County,2018,113922.11,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12029,Dixie County,2019,125364.34,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12029,Dixie County,2020,138585.81,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12029,Dixie County,2021,171668.07,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12029,Dixie County,2022,209844.6,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12029,Dixie County,2023,206688.6,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12029,Dixie County,2024,214847.21,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12031,Duval County,2015,142835.63,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12031,Duval County,2016,156197.43,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12031,Duval County,2017,171602.69,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12031,Duval County,2018,187579.34,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12031,Duval County,2019,200550.15,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12031,Duval County,2020,212459.51,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12031,Duval County,2021,247885.19,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12031,Duval County,2022,306938.72,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12031,Duval County,2023,311801.68,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12031,Duval County,2024,312664.16,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12033,Escambia County,2015,134523.76,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12033,Escambia County,2016,143477.39,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12033,Escambia County,2017,153858.55,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12033,Escambia County,2018,165356.33,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12033,Escambia County,2019,178371.82,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12033,Escambia County,2020,196932.65,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12033,Escambia County,2021,231314.75,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12033,Escambia County,2022,272808.84,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12033,Escambia County,2023,283943.13,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12033,Escambia County,2024,287760.55,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12035,Flagler County,2015,188948.1,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12035,Flagler County,2016,204396.23,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12035,Flagler County,2017,219674.27,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12035,Flagler County,2018,234391.59,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12035,Flagler County,2019,247029.35,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12035,Flagler County,2020,259413.36,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12035,Flagler County,2021,312062.56,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12035,Flagler County,2022,390430.51,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12035,Flagler County,2023,386584.96,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12035,Flagler County,2024,376166.23,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12037,Franklin County,2015,226970.75,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12037,Franklin County,2016,237023.28,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12037,Franklin County,2017,247608.65,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12037,Franklin County,2018,270514.65,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12037,Franklin County,2019,290408.56,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12037,Franklin County,2020,315474.08,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12037,Franklin County,2021,379075.5,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12037,Franklin County,2022,453468.45,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12037,Franklin County,2023,448934.39,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12037,Franklin County,2024,467993.85,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12039,Gadsden County,2015,95564.6,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12039,Gadsden County,2016,98700.07,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12039,Gadsden County,2017,102196.56,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12039,Gadsden County,2018,112370.34,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12039,Gadsden County,2019,122377.35,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12039,Gadsden County,2020,133570.31,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12039,Gadsden County,2021,152956.91,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12039,Gadsden County,2022,180288.73,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12039,Gadsden County,2023,195715.53,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12039,Gadsden County,2024,207586.16,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12041,Gilchrist County,2015,124333.15,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12041,Gilchrist County,2016,131989.0,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12041,Gilchrist County,2017,142841.64,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12041,Gilchrist County,2018,153867.6,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12041,Gilchrist County,2019,163989.83,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12041,Gilchrist County,2020,183084.57,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12041,Gilchrist County,2021,222250.61,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12041,Gilchrist County,2022,264391.75,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12041,Gilchrist County,2023,281979.4,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12041,Gilchrist County,2024,298233.15,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12043,Glades County,2015,103655.04,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12043,Glades County,2016,114046.41,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12043,Glades County,2017,122650.39,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12043,Glades County,2018,133812.77,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12043,Glades County,2019,143453.43,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12043,Glades County,2020,156421.7,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12043,Glades County,2021,187786.14,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12043,Glades County,2022,237194.08,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12043,Glades County,2023,256598.24,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12043,Glades County,2024,271496.37,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12045,Gulf County,2015,191932.58,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12045,Gulf County,2016,201740.95,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12045,Gulf County,2017,215769.32,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12045,Gulf County,2018,247115.86,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12045,Gulf County,2019,258757.67,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12045,Gulf County,2020,273912.23,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12045,Gulf County,2021,321339.94,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12045,Gulf County,2022,395712.21,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12045,Gulf County,2023,424703.92,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12045,Gulf County,2024,436142.97,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12047,Hamilton County,2015,86354.6,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12047,Hamilton County,2016,93556.01,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12047,Hamilton County,2017,99076.49,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12047,Hamilton County,2018,102230.58,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12047,Hamilton County,2019,108328.95,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12047,Hamilton County,2020,119006.28,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12047,Hamilton County,2021,146292.72,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12047,Hamilton County,2022,181983.83,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12047,Hamilton County,2023,194078.85,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12047,Hamilton County,2024,202683.61,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12049,Hardee County,2015,93116.04,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12049,Hardee County,2016,103264.84,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12049,Hardee County,2017,110516.14,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12049,Hardee County,2018,121967.94,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12049,Hardee County,2019,130615.13,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12049,Hardee County,2020,141740.03,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12049,Hardee County,2021,169086.49,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12049,Hardee County,2022,204913.3,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12049,Hardee County,2023,215724.84,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12049,Hardee County,2024,233418.48,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12051,Hendry County,2015,97109.16,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
FL,12051,Hendry County,2016,111858.29,12,Zillow ZHVI county,annual_mean_zhvi,complete_12_months
